content,content_stem,score,target
"Shopee is a great place to do online shopping for sure. I have bought numerous products from this platform and definitely will continue to shop from it. I am giving it a 1-Star rating as purely out of disappointment from it's administration. They allow seller to drag cancellation when I have submitted strong and valid proof that seller does not have the stock and is delaying delivery. Their urgent respond and normal procedure are the same and all reply are robotic, waste of manpower.",great place onlin shop sure bought numer product platform definit continu shop give star rate pure disappoint administr allow drag cancel submit strong valid proof stock delay deliveri urgent respond normal procedur repli robot wast manpow,1,1
Met very responsive and nice sellers who will answer to my queries. App is user friendly.,met respons nice answer queri user friendli,4,0
I am sceptical with online shopping platform previously as there were some bad experiences with sellers. However if u lower ur expectations for the products especially there are a lot of OEMs product which are surprising good. The best part is really easy to use app and no hassle shopee pay payment. I will definitely keep using Shopee. 👍,sceptic onlin shop platform previous experi howev u lower ur expect product especi lot oem product surpris good best part realli easi use hassl pay payment definit keep use,5,0
"I not sure whether the shopee app doesn't work too well with my OnePlus Android phone or what. Once I log in to app and got out, I can't see or tap any functions properly until I have to uninstall n install back again. Frustrating",sure whether work well oneplu android phone log got see tap function properli uninstal n instal back frustrat,1,1
"Smooth, fuss free and convenient. One of the best e commerce apps interface experience! The voucher system admittedly has improved, though its more through familiarity rather than a huge revamp.",smooth fuss free conveni one best e commerc app interfac experi voucher system admittedli improv though familiar rather huge revamp,5,0
Shopeepay is nonsense. Topped up since last year and not reflecting. AGAIN. Not the first time this happened. Previous time I thought it was one off so i let it slide. App and sellers are decent. It is quite sad why this feature was pushed out and yet to be ready for so many months.,shopeepay nonsens top sinc last year reflect first time happen previou time thought one let slide decent quit sad featur push yet readi mani month,1,1
So far is a good platform to buy items especially on sale with coupons. Customer service is responsive. Though need to keep track of the sale as the auto completion of sale can be a bit of issue when item not received.,far good platform buy especi sale coupon custom servic respons though need keep track sale auto complet sale bit issu receiv,4,0
"Most of their products are good quality & reach customers fast. BUT if you receive an electronic product, no matter how good it looks, test it BEFORE clicking onto order received. Make sure you do it within 3 days AFTER receiving product. If you click order received before testing product only to find that your product doesn't work more than 3 days after receiving the product, the process to get a return & refund is VERY messy & tedious & take a looong time. This is their weakness.",product good qualiti reach custom fast receiv electron product matter good look test click onto order receiv make sure within day receiv product click order receiv test product find product work day receiv product process get return refund messi tediou take looong time weak,3,1
"App sometimes hang or become unresponsive. Otherwise, it's great.",sometim hang becom unrespons otherwis great,4,0
"Seems that most suppliers on this platform are from China so some products do not have a proper and comprehensive description in English. For the products that I have purchased so far, I am quite happy.",seem supplier platform china product proper comprehens descript english product purchas far quit happi,4,0
"I enjoyed buying products in Shopee because products are more cheaper compared to other online shops. Furthermore, some products are available in Shopee while on others don't have. I highly recommend this app and online shopping flat form because deals are very good and cashback is also at hand. The sale and coupons are also competitive compared to other online shops and it is easy to buy, no hassle.",enjoy buy product product cheaper compar onlin shop furthermor product avail other highli recommend onlin shop flat form deal good cashback also hand sale coupon also competit compar onlin shop easi buy hassl,5,0
Been using shopee as my main go to online shopping. Wonderful UI but a bit too messy on the main page. Would love if you guys can make it easier to spot and navigate through the main page.,use main go onlin shop wonder ui bit messi main page would love guy make easier spot navig main page,4,0
"Thrash platform. Hotline can't help you change the delivery address. You have to contact their logistics provider to make the change. Good job on providing such an excellent customer support. Just close your call centre, I don't see what benefit it provides. Qoo10 offer such a better service. This will be the first and last time I am purchasing on Shopee. Reply: Not a chance in this lifetime I guess, you guys gave a number to call and it has been two (2) days but I have yet to get a respond.",thrash platform hotlin help chang deliveri address contact logist provid make chang good job provid excel custom support close call centr see benefit provid qoo offer better servic first last time purchas repli chanc lifetim guess guy gave number call two day yet get respond,1,1
"To be very honest, I don't normally do much online shopping. In the past I always use Carousell but it's mostly for pre-loved items. However, ever since I used Shoppe, I've been hooked. Products are easily found, and there is always flash sales and prices are cheaper! The app is easy to use and I never had an issue with it. To be honest, I really enjoy using Shopee! 👏🏻👏🏻👏🏻 - huixinnvonvanexroxics",honest normal much onlin shop past alway use carousel mostli pre love howev ever sinc use shopp hook product easili found alway flash sale price cheaper easi use never issu honest realli enjoy use huixinnvonvanexrox,5,0
"Always have issue with the rating page, when writing a review, the whole page was very lagging as after typing the words it will appear few seconds after, at first I thought it was my phone's problem, but after a few try it actually is the shopee app itself.",alway issu rate page write review whole page lag type word appear second first thought phone problem tri actual,1,1
Very simple n easy use platfotm to buy thing.. and the item price is cheaper compare with market..,simpl n easi use platfotm buy thing price cheaper compar market,4,0
I'm very disappointed with shoppee. So far I hv not recd any refund that is suppose to be paid due to cancelation.,disappoint far hv recd refund suppos paid due cancel,1,1
I had super duper bad experience with shopee apps. Im getting impatient and feeling dissatisfied with the quality services here. I bought an items which is ink hp 65 cartridge on 11th may 2020 and didnt received the items nor the refund for more than 21days which is up to date 2nd june 2020. I requested for refund after more than 14 days whereby items didnt delivered to me but seems the customer's services are poor. I have to keep tracking my messages in shopee apps which very hassle.,super duper experi app im get impati feel dissatisfi qualiti servic bought ink hp cartridg th may didnt receiv refund day date nd june request refund day wherebi didnt deliv seem custom servic poor keep track messag app hassl,1,1
Some stuff are really cheap but takes super long to come. Some stuff comes really fast.,stuff realli cheap take super long come stuff come realli fast,4,0
"A great place to shop online. Shopee only release payment to seller after buyer replies ""received"", no problem for full refund if buyer has the valid reason.",great place shop onlin releas payment buyer repli receiv problem full refund buyer valid reason,4,0
"Customer service doesn't exist. Easy to buy but when you encounter defective products, make it an extremely difficult and unfriendly process to return item. Don't expect good support from customer service. Answers are mainly cut and paste without addressing issues raised. On the app - suffered same issues as some have described. Makes phone hot, resets phone frequently etc. Contacted their IT and basically kept asking questions. when answers are provided, ask more questions. No solution given.",custom servic exist easi buy encount defect product make extrem difficult unfriendli process return expect good support custom servic answer mainli cut past without address issu rais suffer issu describ make phone hot reset phone frequent etc contact basic kept ask question answer provid ask question solut given,1,1
The structure of the apps is a bit too messy. Too much details on the corny page. Hope it can be classified and get more organise. Have hard time to find the vouchers. Hope more games can be added.,structur app bit messi much detail corni page hope classifi get organis hard time find voucher hope game ad,3,1
"23/Sep '21 - Lousy app. After the update in shopee farm, the farm become so laggy. Phone keep hang and need to restart. Horrible + terrible. 06/Nov '21 - After more than 2 months, the shopee farm laggy issue still cannot settle. In fact, in became worse. Reboot my phone once hang. Wrote in but forever give standard template reply. Shopee, why has your standard dropped so drastically. If possible, I will definitely give minus 5 star rating. Another template reply. Not filling up form. Useless!",sep lousi updat farm farm becom laggi phone keep hang need restart horribl terribl nov month farm laggi issu still cannot settl fact becam wors reboot phone hang wrote forev give standard templat repli standard drop drastic possibl definit give minu star rate anoth templat repli fill form useless,1,1
Really love this app but recently keeps having problem when I want to rate the products received. Keeps auto delete/refresh the ratings before I can submit them. Need to keep exiting and going back to the app.,realli love recent keep problem want rate product receiv keep auto delet refresh rate submit need keep exit go back,3,1
Facing really bad experience with Shopee warehouse. In app it is shown that Shopee has returned my item and tracking number is given. But the item was still in warehouse and fake tracking Id has been posted. Tracking id was invalid. In the app it shows item delivered. Also they say they will take 14 working days for returning item while when I order the item it has got delivered in one day. Very bad experience. I wish could give 0 stars for this kind of experience,face realli experi warehous shown return track number given still warehous fake track id post track id invalid show deliv also say take work day return order got deliv one day experi wish could give star kind experi,1,1
"Good experience. There are good sellers and bad ones. With Shopee Agent, at least you have some recourse against those really bad sellers. Some teething issues - app freezes when reviewing, likes counter not updating correct and various others.",good experi good one agent least recours realli teeth issu freez review like counter updat correct variou other,4,0
"App is often unresponsive. The banners are moving but no matter how much I tap on the screen, I can't navigate anything. Sometimes it functions normally, but the majority of the time it's unresponsive. Super frustrating especially when I'm looking for something.",often unrespons banner move matter much tap screen navig anyth sometim function normal major time unrespons super frustrat especi look someth,1,1
"Good app for buying anything. But, shipping cost is too much more than buying cost😠😠😠😠plzzz, consider about that matter. 🙄🙄🙄",good buy anyth ship cost much buy cost plzzz consid matter,4,0
"i have used this app for a month and i find it easy to use and shop for things but lately i have an issue, the home page can't load and it shows a grey screen the every time i use the app but the other pages were able to load and is working, i really hope you guys are able to fix the problem as i am now unable to shop due to the home page unable to load so i am not able to search for products!! plz fix this problem asap :(((",use month find easi use shop thing late issu home page load show grey screen everi time use page abl load work realli hope guy abl fix problem unabl shop due home page unabl load abl search product plz fix problem asap,2,1
Hope to see good upgrade,hope see good upgrad,4,0
"User interface is very messy. Turns first time users off. App notifications shouts ""SHOPEE"" which is very annoying and embarrassing in public places.",user interfac messi turn first time user notif shout annoy embarrass public place,1,1
"Used to be good, now a hassle to deal with if you have an issue with an item that you bought. Bought a pair of compression tights supposed to be BNIB but was opened and tried on and then just roughly folded together and put back in the original box. I'm not spending $219 on a used pair of compression tights! MOST OF THE REVIEWS ARE 1-2 LINERS AND MOST LIKELY FAKE! DON'T FALL FOR IT!",use good hassl deal issu bought bought pair compress tight suppos bnib open tri roughli fold togeth put back origin box spend use pair compress tight review liner like fake fall,1,1
"Feel safe when shopping with shoppee because there is a holding period for the money paid, so if the item is wrong or faulty there is still a chance to get full or at least partial refund. But need to give buyer an option to delete past purchase history. I would also suggest there is an option to search for item by picture, because many sellers will list their items with wrong name (maybe because of auto translate).",feel safe shop hold period money paid wrong faulti still chanc get full least partial refund need give buyer option delet past purchas histori would also suggest option search pictur mani list wrong name mayb auto translat,5,0
"Now I avoid it.Shoppee used to be great but after realizing more chinese company craps are making inroad with dishonest sales, I have avoided them.Not unless it is buying from local sellers.The problem is now much worst. You end up paying for transport. Moreover when goods get send in error it can be very challenging to return them and in the end you just accept rhem.Henced it is a question if it was send wrongly in delibration.Than you have to reorder again. I go Amazon now.",avoid use great realiz chines compani crap make inroad dishonest sale avoid unless buy local problem much worst end pay transport moreov good get send error challeng return end accept rhem henc question send wrongli delibr reorder go amazon,1,1
"In the past im able to find similar products when i tap n hold on the image . But now the ""similar"" button will not show after i tap and hold on the image... cant verify ph no. when mking payment",past im abl find similar product tap n hold imag similar button show tap hold imag cant verifi ph mking payment,1,1
App works well most of the time. Has some UI issue that needs addressing.,work well time ui issu need address,4,0
"Lately shopee performed very badly! Made a mistake, help center took 1hr to pick up! Yet made another mistake! I think they using this lame excuse to shove off any dispute they make!!!!! Please use other platform!",late perform badli made mistak help center took hr pick yet made anoth mistak think use lame excus shove disput make pleas use platform,1,1
"I used to enjoy shopee. However, now I am unable to get my refund. I tried to update the bank account details but the app kept responding with server error or jammed. When I restarted the app, I am unable to use it. All I see is system jammed. Tried it on another device and same thing happened. Please fix.",use enjoy howev unabl get refund tri updat bank account detail kept respond server error jam restart unabl use see system jam tri anoth devic thing happen pleas fix,2,1
Delivery - good and products are acceptable,deliveri good product accept,5,0
Not much to choose from the Indonesia boutique overall 4 1/2 star,much choos indonesia boutiqu overal star,5,0
Lagging / frozen issue. These days the app lags so badly when you're trying to browse. Even going to the cart loads super long. Had to exit app and go back in to purchase. Basically the lags happen after you click an item and you go to another item through the recommendation and from there it starts to lag and freeze,lag frozen issu day lag badli tri brows even go cart load super long exit go back purchas basic lag happen click go anoth recommend start lag freez,1,1
A great app for online shopping. Some reliable and efficient sellers on this app. Able to find products I need at a competitive price. Generally very fast delivery and packages were well packed.,great onlin shop reliabl effici abl find product need competit price gener fast deliveri packag well pack,5,0
Overall it's rlly good but deduct one star as imo it is quite troublesome to top up the shopeepay,overal rlli good deduct one star imo quit troublesom top shopeepay,4,0
Ur app is not working. Pls fix app.,ur work pl fix,4,0
Hi! This is such a trustable app! I have no problems with the items i bought by sellers! If only you guys add in PAYPAL as payment too...It'll be more convenient to use without the need to spend on credit cards.,hi trustabl problem bought guy add paypal payment conveni use without need spend credit card,5,0
"user experience extremely terrible. picking of vouchers doesn't seem to work half the time. after topping up my shopeepay to try and get it to work, i end up unable to withdraw the money back out. ridiculous.",user experi extrem terribl pick voucher seem work half time top shopeepay tri get work end unabl withdraw money back ridicul,1,1
Why is it that the reviews and free coins are not available in android version? They are still usable in iPhone version. Please resolve the issue,review free coin avail android version still usabl iphon version pleas resolv issu,3,1
"Many items are available here, and the price is one of the lowest. Would like shopee to look into their auto payment to seller when buyer haven't review the product after it has delivered. There was a case of a cracked phone cover.",mani avail price one lowest would like look auto payment buyer review product deliv case crack phone cover,5,0
"First time commenting and would want to give Shopee a 5 star!! Shopee have thus far brought me much happiness with the items i purchased!! Not only it is clear and easy to use, but also have daily vouchers to claim!! However, the photo quality of the picture after uploading for the item review can be improved. It gets blur after uploading and other customer may have difficulty in looking at the picture. Hope this feedback will allow shoppers have a better experience next time:)",first time comment would want give star thu far brought much happi purchas clear easi use also daili voucher claim howev photo qualiti pictur upload review improv get blur upload custom may difficulti look pictur hope feedback allow shopper better experi next time,5,0
"Shopee is by far the best Online shopping platform I have been enjoying for years. I appreciate having Gold membership, which I attain by shopping wisely with the stacking of Shopee and Seller vouchers, in addtion to Credit card promotions and redeeming Shopee coins. It is also worthwhile to be on their Beauty Rewards programme. Do your wallet a favour because you can purchase almost everything you desire / need. Customer service is great when you need resolution with defective / missing items.",far best onlin shop platform enjoy year appreci gold membership attain shop wise stack voucher addtion credit card promot redeem coin also worthwhil beauti reward programm wallet favour purchas almost everyth desir need custom servic great need resolut defect miss,5,0
Efficient and reliable.,effici reliabl,5,0
Its been great until I top up and the balance wasnt updated. I tried to email and no response. Live chat agent has #150 in queue. Waited for 3 hours still cant reach someone. Call also waited very long and doesnt indicate how many ahead. It will be great if the above can be resolved and my deposit is still not reflected and I dont know how else I can reach them to rectify.,great top balanc wasnt updat tri email respons live chat agent queue wait hour still cant reach someon call also wait long doesnt indic mani ahead great resolv deposit still reflect dont know els reach rectifi,1,1
"App is a little messy in its UI design, but other than that it does its job. Just be smart about not buying fake products.",littl messi ui design job smart buy fake product,4,0
"Shopee Xpress is terrible! My items will confirm be misroute a few times before delivery. Now, they even go missing. Shopee delivery men also caught smashing the stuff at my door step. What's wrong with these ppl u employ",xpress terribl confirm misrout time deliveri even go miss deliveri men also caught smash stuff door step wrong ppl u employ,1,1
"Not sure why, I can't delete nor add in items. It keeps popping msg stated that there is 'unexpected error'. Even I updated my app today, it still the same. Please look into it asap. Thanks.",sure delet add keep pop msg state unexpect error even updat today still pleas look asap thank,2,1
From excellent to terrible. No more free shipping. Force us to use Spay only got discount voucher. And the pay later fee is more than original price. Feel like robbery,excel terribl free ship forc us use spay got discount voucher pay later fee origin price feel like robberi,1,1
"Great shopping platform. But hate the Shopee bots. Shopee should just remove these useless bot replies and forward all questions and communication directly to sellers. Otherwise, it will be like the telephone answering service with no real people manning the phone lines. Waste everybody's time going round and round. Buyers should just go to other online platforms for a more human and genuine online shopping experience. AliExpress is much better with less scammers.",great shop platform hate bot remov useless bot repli forward question commun directli otherwis like telephon answer servic real peopl man phone line wast everybodi time go round round buyer go onlin platform human genuin onlin shop experi aliexpress much better less scammer,2,1
"Love the app. Love that there are games to play, on top of shopping. Price is competitive. Love the puzzle bubbles game. And that we can earn coins to offset purchases. Brilliant idea.",love love game play top shop price competit love puzzl bubbl game earn coin offset purchas brilliant idea,5,0
The solutions they gave me all of them still doesn't work. As i said in my previous review I have been paying by Google Pay all along why suddenly after the update there's no option for it. It's my choice to use that instead of other payment methods. For my coins they did not add it in after few reviews. Almost all of my reviews are the same with videos and photos so do not give me excuses like must have video and pictures and no less than 50 characters.,solut gave still work said previou review pay googl pay along suddenli updat option choic use instead payment method coin add review almost review video photo give excus like must video pictur less charact,1,1
Have purchased quite a number of items from Shoppe. Some items are in good quality and the pricing are reasonable compared to the retail market. Most important is that the goods are deliver to your doorstep. Will recommend friends to use Shoppee Online purchase.,purchas quit number shopp good qualiti price reason compar retail market import good deliv doorstep recommend friend use onlin purchas,5,0
"BE WARNED. DON'T REFER FRIENDS UNLESS U CAN CONTROL THEIR ACTIONS. Shop with other apps which are more honest, upfront and trustworthy. I referred a friend and she took the cheap free gift AFTER applying referral code. Shoppee then invalidated the referral voucher since she took the gift. So I can't get the referral coins. shoppe STOLE my credit of referring customers to them. Customer service staff are unhelpful despite what they say here.",warn refer friend unless u control action shop app honest upfront trustworthi refer friend took cheap free gift appli referr code invalid referr voucher sinc took gift get referr coin shopp stole credit refer custom custom servic staff unhelp despit say,1,1
"Do not buy through this app, the promotions are a lie and the ""app-only coupons"" don't actually work. They will charge your card without applying the discount and customer support will refuse to honor the offer. Edit: In reply to the dev response, I have already done so prior to my review [Case Number 38371121] hence my statement about Customer Support.",buy promot lie coupon actual work charg card without appli discount custom support refus honor offer edit repli dev respons alreadi done prior review case number henc statement custom support,1,1
While the app is good for shopping online but I get Shopee Live Notification of ongoing live sale even though I change the notification setting to alert me of my orders only. Its irritating as I do not want to receive live sale.,good shop onlin get live notif ongo live sale even though chang notif set alert order irrit want receiv live sale,2,1
fast delivery . cheap n good stuff that hardly come by !,fast deliveri cheap n good stuff hardli come,5,0
I have encountered several dubious shady sellers since I started on Shopee about 1+ months ago. These sellers give Shopee a bad name. 1st seller sent me a message claiming the item is out of stock but I noticed it is still available but at a higher price! 2nd seller also claim another product is out of stock but the item continues to be put up for sale on Shopee. Also 'big thick bath towel' turned out to be only a small thin face towel. Many of Shopee's sellers are unreliable.,encount sever dubiou shadi sinc start month ago give name st sent messag claim stock notic still avail higher price nd also claim anoth product stock continu put sale also big thick bath towel turn small thin face towel mani unreli,1,1
"Have been using the app for a few years now but have been encountering so many problems with the app recently. A few months ago, I couldnt even access anything because of a bug that didnt process pages aside from the home page and showed some error. Now that that fixed for awhile thrs now a new bug and I cant give reviews due to ""server error"". Update: I solved it by logging out and log in again on my account",use year encount mani problem recent month ago couldnt even access anyth bug didnt process page asid home page show error fix awhil thr new bug cant give review due server error updat solv log log account,5,0
"Didn't know what happen to the apps. I need to reinstall, clear cache, on n off hp and log In n log out. Inorder to see the updates on ur items.",know happen app need reinstal clear cach n hp log n log inord see updat ur,3,1
Like the use of Shopee coins to save $ but 10cents deal is always sold out within 10min.,like use coin save cent deal alway sold within min,4,0
"Would prefer option to choose amount of coins to use per cart, rather than all or zero. Suggest that orders in a cart can be delivered to different addresses. For example, if there are 3 orders within a cart, I should be allowed to send them to different locations. Hope your company will consider these changes rather than so much focus on games. That will help reduce carbon footprint and will increase your business rather than have customers with this need move to another platform.",would prefer option choos amount coin use per cart rather zero suggest order cart deliv differ address exampl order within cart allow send differ locat hope compani consid chang rather much focu game help reduc carbon footprint increas busi rather custom need move anoth platform,4,0
"Recently unable to load the game, stuck at 99%. Uninstall and install the app multiple times within the day. Please resolve the issues. It's so disruptive to keep uninstall, install and login to the app just to play the game.",recent unabl load game stuck uninstal instal multipl time within day pleas resolv issu disrupt keep uninstal instal login play game,1,1
its the best i could buy the items i want but theres some that i can because its not there,best could buy want there,5,0
Easy to navigate and ease of purchase.,easi navig eas purchas,5,0
This app is so easily and easily used it has everything that I needed this is the kind you would like to do and buy during your free time and you be able to used any card we got and the order is quick no issue with getting the item but it was a great experience you guys deserve a around of appreciation by me and this supporters here I recommend my family and friends to use thanks.,easili easili use everyth need kind would like buy free time abl use card got order quick issu get great experi guy deserv around appreci support recommend famili friend use thank,5,0
"A lot of 5 and 4 star review is full of people that has yet to even try the product to test if it's even effective or not. Everyone is satisfied with delivery arrival and that's it??? So yeah whenever I want to purchase something, I had to take a big risk and I hate that.",lot star review full peopl yet even tri product test even effect everyon satisfi deliveri arriv yeah whenev want purchas someth take big risk hate,1,1
"After the update, I can't enter the app at all. Please fix it. Updated: Thanks 👍 Shopee Team for fast action. Everything is great now 👍.",updat enter pleas fix updat thank team fast action everyth great,5,0
"Lousy experience. The system did not register me as a new user when this is my first time using the app. Customer service gives standard response and did not offer solutions, and promotions are not as attractive as other competitors.",lousi experi system regist new user first time use custom servic give standard respons offer solut promot attract competitor,1,1
"The app automatically logs me out of my account when I'm using it... it has happened twice already. And everytime I uses shopee, my phone will heat up...",automat log account use happen twice alreadi everytim use phone heat,3,1
"Prices increase but quality of service is getting worse. I've been facing back to back delivery issues with my orders recently. Not only that, their customer service has failed to provide timely response. I have no idea what happened to the once trustable online shopping application.",price increas qualiti servic get wors face back back deliveri issu order recent custom servic fail provid time respons idea happen trustabl onlin shop applic,1,1
Need to improve on the free shipping offerings. I had to pay for 3 shipping e then though the vendor storefront has a free shipping banner. I was told my shopee that I did not apply the voucher for free shipping which I find ridiculous. It should be default to free if they give free shipping,need improv free ship offer pay ship e though vendor storefront free ship banner told appli voucher free ship find ridicul default free give free ship,3,1
"This platform is full of counterfeit products with fake warranty cards which most of the counterfeit products are made from china! No action is taken by shopee even though u reported it, and most importantly the ""refund"" button is totally useless because u can't even refund although u sent the evidents to prove that seller sent u a counterfeit products which it violates the TnC. Beware if u wan to shop here because sellers will sell u counterfeit products with unreasonable price. Disappointed.",platform full counterfeit product fake warranti card counterfeit product made china action taken even though u report importantli refund button total useless u even refund although u sent evid prove sent u counterfeit product violat tnc bewar u wan shop sell u counterfeit product unreason price disappoint,1,1
Thank you shopee. I m really satisfied with your deals and affordable prices. All my purchases exceeded my expectations. I hope this will be with all my future purchases.,thank realli satisfi deal afford price purchas exceed expect hope futur purchas,4,0
I turned off all notifications in the app settings (excluding order updates) but I still recieved unrelated notifications.,turn notif set exclud order updat still reciev unrel notif,3,1
Price and items selection was great. Only draw back to many cancellation of orders. I had make 6 purchases and 2 cancellations.,price select great draw back mani cancel order make purchas cancel,4,0
"Bought three Coach wallets from two sellers. Both sellers (jiaozun.sg & aigaomx2.sg) claimed their products were original & authentic from Coach. I realised the gift receipts from both sellers were fake with same trans no. The wallets look real with dust bag, price tag and gift receipts, but definitely not authentic. Coach confirmed store no. in receipts dont exist and product model never existed worldwide. Shopee refunded but sellers are still selling counterfeit items. Buyer beware.",bought three coach wallet two jiaozun sg aigaomx sg claim product origin authent coach realis gift receipt fake tran wallet look real dust bag price tag gift receipt definit authent coach confirm store receipt dont exist product model never exist worldwid refund still sell counterfeit buyer bewar,2,1
"1. Payment system has big security issue. Get charged with credit card even the system say payment failed. Worse, according to their call center, you have to wait 7 to 14 days for refund to be processed. 2. Becarefull when order from overseas seller especially staff like USB drive etc. Many fake products. 3. Never out up alert when their system has payment gateway issue or stop accepting order. 4. Hope cyber security send someone to audit this selling platform.",payment system big secur issu get charg credit card even system say payment fail wors accord call center wait day refund process becareful order oversea especi staff like usb drive etc mani fake product never alert system payment gateway issu stop accept order hope cyber secur send someon audit sell platform,1,1
Dunno what happened today? Lot of pages cannot access. Must uninstall and install again and again to access the pages. Used to be hassle free.,dunno happen today lot page cannot access must uninstal instal access page use hassl free,3,1
Huge collection of every product also impressive price range. You can purchase lot more in your budget.,huge collect everi product also impress price rang purchas lot budget,4,0
Smooth transaction and delivery most of the time... My orders received as per described...,smooth transact deliveri time order receiv per describ,4,0
"Have very bad experience using this App. Their Shipping Logistics is the worse - can't dropoff parcel above 5kg and Pickup is not a normal choice, called to arrange but the team(s) never turn up, yet orders will be cancelled by System and you will get a penalty point. Charges are also unstandardized for Shipping. Lose more money than earnings.",experi use ship logist wors dropoff parcel kg pickup normal choic call arrang team never turn yet order cancel system get penalti point charg also unstandard ship lose money earn,1,1
"A lots of selections, almost what you want they have it there.",lot select almost want,4,0
"lots of vouchers, discounts and games to keep users entertained. For my first new user free gift purchase(paid $1.50 for shipping). The item was faulty so I contacted the shop agent and he/she said they will give me a voucher but it has been over 72 hours and no further actions have been taken. Should have used the $6 off no min spend voucher super disappointed.",lot voucher discount game keep user entertain first new user free gift purchas paid ship faulti contact shop agent said give voucher hour action taken use min spend voucher super disappoint,4,0
"Some sellers are scammers, Shopee can't do anything. Seller ask buyer to cancel, but if seller do not accept the cancellation on their end, you will not be entitled for refund, seller will lie to you that the refund is from Shopee's end to derail you. Request for Credit Card statement is illogical when it is clear on Shopee system whether seller has accepted the cancel. Make seller do the cancellation, too many scammers, Lazada is still the most reliable, minute savings vs refund guaranteed.",scammer anyth ask buyer cancel accept cancel end entitl refund lie refund end derail request credit card statement illog clear system whether accept cancel make cancel mani scammer lazada still reliabl minut save vs refund guarante,1,1
"Shopee has been giving the whole ""Oops, something went wrong. We are looking into this."" Message whenever I wanna check the status of my items and messages from another seller who got my order wrong. Please do an update if needed. Thank you.",give whole oop someth went wrong look messag whenev wanna check statu messag anoth got order wrong pleas updat need thank,1,1
I trust Shopee more than other platforms and have been using Shopee a lot this year. Was quite unfortunate twice in a month (disclaimer: my experience on Shopee was mostly positive) - met a scammer seller and didn't get a refund after returning a pair of jeans. Shopee staff was extremely helpful in the investigations and both incidents were resolved quickly!,trust platform use lot year quit unfortun twice month disclaim experi mostli posit met scammer get refund return pair jean staff extrem help investig incid resolv quickli,5,0
"Shopee is terrible, wasted my time and money. I highly recommend using Lazada or Qoo10 instead. Seller selling counterfeit items are not penalised in Shopee, you won't even be able to refund it unlike the other platforms as Shopee requires the seller to agree to the refund which is ridiculous. Furthermore, the app always seems to have an issue with coupons disappearing after checking out, complete scam.",terribl wast time money highli recommend use lazada qoo instead sell counterfeit penalis even abl refund unlik platform requir agre refund ridicul furthermor alway seem issu coupon disappear check complet scam,1,1
"My orders got cancelled without my knowledge/approval. If I have already waited for 2 weeks, means I can wait for the shipment. Why does Shopee decide for me and I dont have a choice to extend? Seller takes sometime to deliver, but that is ok for me for that particular order. When Shopee cancels my order, i might not be able to get the same price again and i would need to wait another round ALL OVER AGAIN. Right now, i dont even want buy this from Shopee anymore. Very angry and disappointed.",order got cancel without knowledg approv alreadi wait week mean wait shipment decid dont choic extend take sometim deliv ok particular order cancel order might abl get price would need wait anoth round right dont even want buy anymor angri disappoint,1,1
"Love this app!! Only started using it on 11.11 & am a fan of it ^^ very user friendly, colourful format. Cheap shipping and price! However, product variety could be improved :)!",love start use fan user friendli colour format cheap ship price howev product varieti could improv,5,0
"Everything is good except payment method. I checked my credit card as default payment method. Yet, the app ALWAYS use my Shopee Pay account making me miss my bank promotion discount. Urg...so frustrating!",everyth good except payment method check credit card default payment method yet alway use pay account make miss bank promot discount urg frustrat,4,0
"App is really user-friendly and easy to use! The interface is not cluttered at all unlike the other shopping apps I've tried. Additionally, I usually like to do price comparisons before making purchases, and I almost always find Shopee to have the best deals. You can also be reassured that you're buying authentic products when you buy from sellers labelled with ""Shopee Mall"". Highly recommend this app!:)",realli user friendli easi use interfac clutter unlik shop app tri addit usual like price comparison make purchas almost alway find best deal also reassur buy authent product buy label mall highli recommend,5,0
Have promble with shopee pay when i top up nvr update. And it happen 2nd time seen the last maintenance. Ask to wsit for 3 working days. Dont force me to switch to other app. Nw i hv no trust on top up on the app.,prombl pay top nvr updat happen nd time seen last mainten ask wsit work day dont forc switch nw hv trust top,1,1
Using qr code top up for shopee pay. In the bank deducted money but in app credit not top up.,use qr code top pay bank deduct money credit top,1,1
Easy to navigate. And applying rebate discount vouchers is a lot more straight forward than so many other online markets. This IS a major selling point of Shopee. Don't lose this advantage.,easi navig appli rebat discount voucher lot straight forward mani onlin market major sell point lose advantag,5,0
"I'm new to shopee, not all deals are good deals, gotta find flash deals etc. I got a welcome gift but cos I bought something before I redeemed it, the welcome gift was removed. If shopee is really sincere in giving a welcome gift, shouldn't the terms and conditions be more obvious than to make new customers fall into the trap unknowingly. Feel very disappointed. Just lure ppl to download only. Customer service is v poor. Cannot refund for small items bought too. V rigid.",new deal good deal gotta find flash deal etc got welcom gift co bought someth redeem welcom gift remov realli sincer give welcom gift term condit obviou make new custom fall trap unknowingli feel disappoint lure ppl download custom servic v poor cannot refund small bought v rigid,1,1
Price is cheaper compared to other sites. only thing is delivery is long,price cheaper compar site thing deliveri long,4,0
"I love Shopee..been using for 3years. You can earn coins, voucher, play game to get freebies. Most importantly, prices are cheaper compared to outside especially when there's flash deals.",love use year earn coin voucher play game get freebi importantli price cheaper compar outsid especi flash deal,5,0
